f [h-1]     A [°C]  phi [rad]
0.0000e+00	9.0071e+00	0.0000e+00
1.0417e-02	1.4280e+00	1.2277e+00
2.0833e-02	2.0078e+00	1.9531e+00
3.1250e-02	1.5079e+00	2.9645e+00
4.1667e-02	3.9208e+00	2.0401e+00
5.2083e-02	1.6073e+00	1.1888e+00
6.2500e-02	7.2753e-01	4.6396e-01
7.2917e-02	2.7012e-01	4.3012e-01
8.3333e-02	6.7285e-01	-9.4199e-01
9.3750e-02	1.8179e-01	5.0776e-02
1.0417e-01	8.5085e-02	2.7382e+00
1.1458e-01	2.9619e-01	2.4360e+00
1.2500e-01	3.3684e-01	1.9259e+00
1.3542e-01	2.7432e-01	2.0862e+00
1.4583e-01	3.1492e-01	1.8179e+00
1.5625e-01	2.0125e-01	1.0734e+00
1.6667e-01	2.0368e-01	1.1254e+00
1.7708e-01	1.4143e-01	1.3393e+00
1.8750e-01	1.3605e-01	1.2447e+00
1.9792e-01	9.5757e-02	3.7783e-01
2.0833e-01	1.7593e-01	-2.1341e+00
2.1875e-01	1.4850e-01	2.5777e+00
2.2917e-01	1.4204e-01	2.0064e+00
2.3958e-01	7.6409e-02	3.0368e+00
2.5000e-01	1.1438e-01	1.8417e+00
2.6042e-01	8.1114e-02	1.6794e+00
2.7083e-01	7.6845e-02	1.7710e+00
2.8125e-01	7.4686e-02	6.0355e-01
2.9167e-01	2.1360e-02	2.1070e+00
3.0208e-01	4.7315e-03	1.2733e+00
3.1250e-01	5.8004e-02	-2.9887e+00
3.2292e-01	5.6361e-02	2.0695e+00
3.3333e-01	1.0000e-01	2.8549e+00
3.4375e-01	4.0478e-02	2.1167e+00
3.5417e-01	7.5663e-02	3.0270e+00
3.6458e-01	1.1105e-01	2.0310e+00
3.7500e-01	8.2463e-02	2.1062e+00
3.8542e-01	4.3537e-02	1.6561e+00
3.9583e-01	4.5856e-02	-2.3710e+00
4.0625e-01	2.5736e-02	2.5051e+00
4.1667e-01	2.9232e-02	-2.9045e+00
4.2708e-01	5.9718e-02	2.9870e+00
4.3750e-01	4.7768e-02	2.6011e+00
4.4792e-01	3.5108e-02	3.1301e+00
4.5833e-01	9.2155e-02	2.2325e+00
4.6875e-01	3.4722e-02	1.3871e+00
4.7917e-01	5.0772e-02	2.7612e+00
4.8958e-01	3.8953e-02	-1.8856e+00
5.0000e-01	8.3673e-02	3.1416e+00
